,label,SVM-CV-0,SVM-CV-1,SVM-TFIDF-0,SVM-TFIDF-1,SVM-W2V-0,SVM-W2V-1,SVM-GLOVE-0,SVM-GLOVE-1,SVM-FAST-0,SVM-FAST-1,LR-CV-0,LR-CV-1,LR-TFIDF-0,LR-TFIDF-1,LR-GLOVE-0,LR-GLOVE-1,LR-W2V-0,LR-W2V-1,LR-FAST-0,LR-FAST-1,RF-CV-0,RF-CV-1,RF-TFIDF-0,RF-TFIDF-1,RF-GLOVE-0,RF-GLOVE-1,RF-W2V-0,RF-W2V-1,RF-FAST-0,RF-FAST-1,NB-CV-0,NB-CV-1,NB-TFIDF-0,NB-TFIDF-1,NB-GLOVE-0,NB-GLOVE-1,NB-W2V-0,NB-W2V-1,NB-FAST-0,NB-FAST-1,MLP-CV-0,MLP-CV-1,MLP-TFIDF-0,MLP-TFIDF-1,MLP-GLOVE-0,MLP-GLOVE-1,MLP-W2V-0,MLP-W2V-1,MLP-FAST-0,MLP-FAST-1,EXTRA-CV-0,EXTRA-CV-1,EXTRA-TFIDF-0,EXTRA-TFIDF-1,EXTRA-GLOVE-0,EXTRA-GLOVE-1,EXTRA-W2V-0,EXTRA-W2V-1,EXTRA-FAST-0,EXTRA-FAST-1,KNN-CV-0,KNN-CV-1,KNN-TFIDF-0,KNN-TFIDF-1,KNN-GLOVE-0,KNN-GLOVE-1,KNN-W2V-0,KNN-W2V-1,KNN-FAST-0,KNN-FAST-1,CNN-CV-0,CNN-CV-1,CNN-TF-0,CNN-TF-1,CNN-W2V-0,CNN-W2V-1,CNN-GLOVE-0,CNN-GLOVE-1,CNN-FAST-0,CNN-FAST-1
10,0,0.44237542248742767,0.5576245775125723,0.4329219384159824,0.5670780615840176,0.44963507978075984,0.55036492021924,0.4750345590663704,0.5249654409336296,0.4156855918794618,0.5843144081205383,0.8688316930079034,0.13116830699209653,0.4505223585468422,0.5494776414531578,0.4416562438789665,0.5583437561210335,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.8,0.2,0.76,0.24,0.78,0.22,0.74,0.26,0.76,0.24,0.9996725975470255,0.0003274024529081898,0.5474538999829772,0.45254610001702195,0.4561589217756999,0.5438410782243001,0.39764408386073397,0.6023559161392614,0.5521182430207096,0.44788175697928706,1.0,1.9886400093967625e-45,0.8682465376463206,0.1317534623536794,0.4256339,0.5743661,0.5720676,0.42793238,0.3556075,0.6443925,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.2,0.8,0.6,0.4,0.2,0.8,0.4,0.6,0.4667871,0.52670145,0.4900309,0.5048611,0.5905464,0.41399327,0.6501601,0.5777077,0.49149835,0.5477173
11,1,0.4511101470606162,0.5488898529393839,0.47469406146951937,0.5253059385304808,0.4920038104590954,0.5079961895409044,0.46272757098473144,0.5372724290152686,0.4240015348020508,0.5759984651979493,0.07243379854478982,0.9275662014552102,0.4505223585468422,0.5494776414531578,0.4479905604717861,0.5520094395282139,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.05,0.95,0.12,0.88,0.22,0.78,0.12,0.88,0.1,0.9,5.903841648413649e-09,0.9999999940962425,0.28168322469882023,0.7183167753011784,0.43153314274433974,0.5684668572556602,0.03425100066974686,0.9657489993302558,0.07491969813245596,0.9250803018675452,0.0,1.0,0.05166544694398645,0.9483345530560136,0.4231375,0.5768625,0.384171,0.615829,0.3497659,0.6502341,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.2,0.8,0.4,0.6,0.2,0.8,0.0,1.0,0.4508422,0.54234487,0.4711206,0.52375776,0.44621384,0.54551965,0.6048937,0.5868105,0.42764938,0.6139367
12,1,0.44920491189352324,0.5507950881064767,0.4509244443510024,0.5490755556489978,0.48138473069775256,0.5186152693022476,0.44639362656677395,0.553606373433226,0.43742332489687413,0.5625766751031259,0.42163753611251176,0.5783624638874882,0.4505223585468422,0.5494776414531578,0.4512685741846105,0.5487314258153895,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.45,0.55,0.28,0.72,0.235,0.765,0.2325,0.7675,0.28,0.72,0.9772987459765518,0.022701254023423354,0.4983639784990726,0.5016360215009252,0.4047482992582425,0.5952517007417584,0.3874641981432828,0.6125358018567147,0.9799818638054213,0.02001813619458162,0.2947593218150145,0.7052406781849855,0.5328657945431278,0.46713420545687223,0.4713419,0.5286581,0.2967909,0.7032091,0.45555842,0.5444416,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.47609222,0.51784724,0.5048325,0.49215084,0.5404551,0.44915724,0.62758714,0.53622514,0.5210086,0.5026094
13,1,0.4507019704059412,0.5492980295940588,0.474692081384718,0.5253079186152819,0.4700857479650753,0.5299142520349247,0.4683610628331473,0.5316389371668527,0.4485062408147676,0.5514937591852324,0.11855612539944782,0.8814438746005522,0.4388251322681517,0.5611748677318483,0.44359247038993654,0.5564075296100635,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.175,0.825,0.26,0.74,0.22,0.78,0.2,0.8,0.26,0.74,1.80882577298829e-07,0.9999998191174363,0.24968215491050572,0.7503178450894945,0.4561589217756999,0.5438410782243001,0.2769074068189706,0.7230925931810245,0.10574578761944158,0.8942542123805596,0.0,1.0,0.10589759556638934,0.8941024044336107,0.4339702,0.5660298,0.5372931,0.46270692,0.4620883,0.5379117,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.2,0.8,0.2,0.8,0.2,0.8,0.4,0.6,0.4351915,0.5576331,0.4420506,0.55155605,0.5015815,0.49072322,0.614565,0.53948885,0.4881526,0.56537604
14,1,0.45375017455786343,0.5462498254421366,0.4746887030456551,0.5253112969543448,0.49197534687772215,0.508024653122278,0.43186404782731047,0.5681359521726896,0.4262302560028694,0.5737697439971305,0.02762141974822896,0.972378580251771,0.35482939174011163,0.6451706082598884,0.4472900125773168,0.5527099874226832,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.15,0.85,0.12,0.88,0.14,0.86,0.2,0.8,0.14,0.86,4.9575694040904235e-08,0.9999999504243545,0.28817401832135164,0.7118259816786467,0.4561589217756999,0.5438410782243001,0.1523143947420963,0.8476856052579078,0.09333299690670285,0.9066670030932901,0.0,1.0,0.16002554212348208,0.8399744578765179,0.49585265,0.50414735,0.34009415,0.65990585,0.361156,0.638844,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0.4447138,0.5481341,0.47749475,0.5175959,0.5954445,0.4024365,0.59619117,0.5743853,0.44224676,0.5845166
15,1,0.45070077466894515,0.5492992253310549,0.46216992307258786,0.5378300769274121,0.47824197316040173,0.521758026839598,0.4725492937258777,0.5274507062741223,0.4312306368102465,0.5687693631897536,0.08770186191087681,0.9122981380891232,0.4453735399994596,0.5546264600005404,0.4506373388201278,0.5493626611798722,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.05,0.95,0.16,0.84,0.12,0.88,0.08,0.92,0.14,0.86,0.031668745208239445,0.968331254791734,0.34460660868337695,0.6553933913166218,0.49242603491521075,0.5075739650847892,0.1111823401732683,0.8888176598267313,0.03667173911598519,0.963328260884012,0.0,1.0,0.13644882319946616,0.8635511768005338,0.43310875,0.56689125,0.47938126,0.52061874,0.38688147,0.6131185,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.4,0.6,0.0,1.0,0.4,0.6,0.4490022,0.54362756,0.44414702,0.54873437,0.5029392,0.5673204,0.6421206,0.5562355,0.46596143,0.5808526
16,0,0.44237574106645405,0.5576242589335457,0.412078100112354,0.5879218998876459,0.4275781335688664,0.5724218664311335,0.4509793475028145,0.5490206524971853,0.44692369978634894,0.5530763002136512,0.9598665607389882,0.04013343926101171,0.4505223585468422,0.5494776414531578,0.4565161159854918,0.5434838840145082,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.6666666666666666,0.33333333333333337,0.76,0.24,0.68,0.32,0.7,0.3,0.72,0.28,1.0,2.8824614449412245e-19,0.6707837812417995,0.3292162187581955,0.43403722182653204,0.5659627781734681,0.3554556894924569,0.6445443105075419,0.126990141956643,0.8730098580433588,1.0,2.986234169690104e-97,0.9331503162408998,0.06684968375910016,0.47184068,0.5281593,0.6731055,0.32689455,0.44583207,0.5541679,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.8,0.2,0.6,0.4,0.6,0.4,1.0,0.0,0.46899912,0.52386653,0.46975574,0.523885,0.6122303,0.36724684,0.69013435,0.5396635,0.51099324,0.52374005
17,1,0.45069917152752487,0.5493008284724752,0.474688257322742,0.5253117426772581,0.4841289649302126,0.5158710350697873,0.4917508373353882,0.5082491626646117,0.40479519879883763,0.5952048012011623,0.07124547163941886,0.9287545283605811,0.4505223585468422,0.5494776414531578,0.42025902778855906,0.5797409722114409,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.05,0.95,0.16,0.84,0.08,0.92,0.14800000000000002,0.852,0.14,0.86,7.47197868584947e-16,1.0,0.24518563840816057,0.7548143615918402,0.30635964417692996,0.6936403558230702,0.31902231689476535,0.6809776831052329,0.03683156100140524,0.9631684389985938,0.0,1.0,0.08649522297445522,0.9135047770255448,0.36337304,0.63662696,0.41662282,0.5833772,0.26577342,0.7342266,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2,0.8,0.0,1.0,0.2,0.8,0.0,1.0,0.4514722,0.5420034,0.46202236,0.5319965,0.40841365,0.58973116,0.6136311,0.58091235,0.45736545,0.5843977
18,0,0.44237703440489795,0.5576229655951022,0.43374769443889016,0.5662523055611098,0.45506295198761887,0.5449370480123811,0.4552171901990656,0.5447828098009343,0.4435349252218586,0.5564650747781416,0.760374020297643,0.23962597970235705,0.4505223585468422,0.5494776414531578,0.43881810684148637,0.5611818931585136,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.75,0.25,0.78,0.22,0.78,0.22,0.76,0.24,0.755,0.245,0.9666267373042016,0.033373262695761435,0.45704391612458833,0.5429560838754067,0.4675255120754223,0.5324744879245777,0.6839302661260049,0.3160697338739935,0.48502332919145885,0.514976670808548,1.0,6.754721099322425e-19,0.794141392164111,0.205858607835889,0.4323644,0.5676356,0.57754946,0.4224505,0.4396006,0.5603994,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.4,0.6,0.6,0.4,0.6,0.4,0.45293263,0.5400568,0.48581028,0.5090963,0.61187375,0.38667485,0.6425894,0.5991235,0.558548,0.4902817
19,0,0.4423748713833573,0.5576251286166426,0.4139716715219078,0.5860283284780924,0.39735859622532366,0.6026414037746763,0.4204887107717605,0.5795112892282397,0.4508833639709548,0.5491166360290453,0.8341815225936324,0.16581847740636757,0.4505223585468422,0.5494776414531578,0.4574331332172097,0.5425668667827903,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.8,0.2,0.8,0.2,0.78,0.22,0.82,0.18,0.75,0.25,0.9999999996477982,3.521593335876499e-10,0.7188843222500765,0.2811156777499262,0.3651276408019353,0.6348723591980645,0.7221463870557637,0.2778536129442425,0.8855600064376014,0.11443999356239366,1.0,8.691534944986295e-73,0.9074020692488277,0.0925979307511723,0.48189896,0.51810104,0.7350196,0.26498038,0.42093962,0.5790604,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6,0.4,0.4,0.6,0.6,0.4,0.6,0.4,0.47300625,0.52053297,0.48910153,0.50542676,0.5889272,0.40778103,0.62358236,0.56700516,0.51581943,0.49960124
20,1,0.4506997819135354,0.5493002180864646,0.4466191095883732,0.5533808904116266,0.4444105832942737,0.5555894167057263,0.41737525556879135,0.5826247444312086,0.45330106962527306,0.5466989303747269,0.17786933710109687,0.8221306628989031,0.44690680608597577,0.5530931939140242,0.46873763287313974,0.5312623671268603,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.15,0.85,0.18,0.82,0.18,0.82,0.18,0.82,0.16,0.84,0.9313776825522373,0.06862231744772265,0.5182825739653372,0.481717426034665,0.40899982489079484,0.5910001751092054,0.7570412979823073,0.24295870201769318,0.8998688576733244,0.10013114232668145,0.0,1.0,0.14411450539609638,0.8558854946039036,0.5091976,0.49080244,0.54315567,0.45684436,0.47424555,0.52575445,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.6,0.4,0.8,0.2,0.4,0.6,0.4,0.6,0.4563301,0.5368277,0.47169307,0.5227833,0.56086314,0.44319016,0.6159101,0.5973062,0.5273644,0.50974154
21,1,0.45069925584049714,0.5493007441595029,0.46345066616485275,0.5365493338351472,0.4704043099471134,0.5295956900528863,0.44770016000640855,0.5522998399935916,0.4398945455237835,0.5601054544762164,0.09658272024653614,0.9034172797534639,0.4505223585468422,0.5494776414531578,0.4473018597817998,0.5526981402182002,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.25,0.75,0.22,0.78,0.16,0.84,0.16,0.84,0.22,0.78,5.4046119389706334e-17,1.0,0.301462318734793,0.6985376812652048,0.4561589217756999,0.5438410782243001,0.0989723334035045,0.9010276665964954,0.0800715083337745,0.9199284916662276,0.0,1.0,0.1704793627545229,0.8295206372454771,0.46038413,0.53961587,0.500239,0.499761,0.40297163,0.5970284,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4268717,0.566172,0.45852292,0.53401774,0.5016137,0.50069803,0.54339576,0.5675968,0.44140887,0.5767035
22,0,0.44237647063453994,0.5576235293654601,0.4554354012665799,0.5445645987334203,0.452846572130137,0.547153427869863,0.4850554156090458,0.5149445843909541,0.43919289259665983,0.5608071074033402,0.6502452949337902,0.3497547050662098,0.4343755279176805,0.5656244720823195,0.4154965939676889,0.5845034060323111,0.44941638555071384,0.5505836144492862,0.44941634516258944,0.5505836548374106,0.8,0.2,0.74,0.26,0.8,0.2,0.82,0.18,0.76,0.24,0.00044049045643469774,0.9995595095435588,0.3725654315760905,0.6274345684239061,0.44999752954550387,0.5500024704544956,0.7620999638895891,0.23790003611041272,0.3108580546371658,0.6891419453628337,1.0,4.468783951579548e-24,0.6835793860465922,0.31642061395340776,0.36091608,0.6390839,0.4802764,0.5197236,0.32432753,0.6756725,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.4,0.6,0.4,0.6,0.8,0.2,0.6,0.4,0.4470771,0.5461243,0.4843035,0.5111139,0.5504814,0.5083493,0.5408937,0.52444816,0.46845454,0.54546404
